sl_no,company,country,country_code,market_cap,diversity,stock_price_2015,stock_price_2016,stock_price_2017,stock_price_2018,stock_price_2019,stock_price_2020,stock_price_2021,stock_price_2022,stock_price_2023,stock_price_2024,expense_2015,expense_2016,expense_2017,expense_2018,expense_2019,expense_2020,expense_2021,expense_2022,expense_2023,expense_2024,revenue_2015,revenue_2016,revenue_2017,revenue_2018,revenue_2019,revenue_2020,revenue_2021,revenue_2022,revenue_2023,revenue_2024,market_share_2015,market_share_2016,market_share_2017,market_share_2018,market_share_2019,market_share_2020,market_share_2021,market_share_2022,market_share_2023,market_share_2024
444,Tagfeed,United States,USD,197710000.0,61.6,1100000000.0,700650000.0,0.0,3090000000.0,36800000.0,0.0,561020000.0,320720000.0,1650000000.0,1060000000.0,65978852.39,98663938.34,72901097.8,50773392.75,93527203.5,59311246.18,57437882.3,18477900.29,42779602.65,40926990.81,47538179.59,5915967.91,46711474.22,75147771.94,2164071.59,62427984.0,96063918.59,6668186.27,20956342.16,721792.56,96.76,62.21,16.43,33.91,97.04,20.29,5.95,79.82,84.64,96.62
491,Quamba,Spain,EUR,737050000.0,46.6,1100000000.0,708430000.0,11460000.0,283980000.0,0.0,1050000000.0,0.0,737590000.0,644870000.0,7490000000.0,25064364.63,96379774.09,3158956.47,15578643.49,92951983.28,21441490.07,4177245.5,45294742.73,70769575.47,70290506.18,70750996.72,8629390.07,13007971.96,27108542.55,166036.49,36525549.04,62414139.25,3437473.75,15705662.83,15906812.16,73.73,62.09,26.3,66.85,80.42,90.82,15.22,41.3,2.21,63.07
333,Fivespan,United States,USD,25180000000.0,89.0,120430000.0,7660000000.0,26500000000.0,717080000.0,0.0,5180000000.0,399010000.0,197050000.0,9010000.0,1640000000.0,19112466.14,68087155.81,38102291.27,56108761.27,15012979.02,22897043.26,41572544.64,23604438.28,80400254.56,32106200.43,38161500.14,53224278.9,56527566.03,90703138.34,4379279.45,161385.01,33000900.77,65421373.52,41177528.55,26175882.17,99.01,68.66,75.69,18.43,19.51,29.82,37.03,39.32,95.75,18.12
329,Dabjam,China,CNY,154260000.0,21.7,120430000.0,423980000.0,555700000.0,0.0,24600000000.0,204830000.0,1430000000.0,136890000.0,244930000.0,4190000000.0000005,72619750.0,32709335.01,82610715.12,21403749.23,52097482.24,47710694.61,7845919.75,63612603.06,2669007.62,3321437.35,810418.85,95037342.58,37818580.04,16752130.54,77740210.89,39588279.13,93055408.11,95995411.05,24256765.57,48377001.68,63.32,62.35,18.74,36.23,94.44,27.42,17.69,42.31,11.34,86.48
296,Skiba,Indonesia,IDR,68470000.0,26.1,12080000000.0,2470000000.0,1900000000.0,555080000.0,124920000.0,0.0,74720000.0,43740000.0,0.0,0.0,19357041.74,31399058.04,53897237.65,5003005.31,66424290.14,48059797.11,83882164.18,11395539.26,22562360.42,38733531.51,16474178.25,88585895.39,5524222.73,38902318.41,86291683.89,79364547.0,15928647.22,83347005.61,4918505.17,69932094.4,1.92,54.78,49.34,2.44,73.86,66.72,37.48,24.99,25.94,68.31
554,Twitterwire,China,CNY,3870000000.0,29.7,12080000000.0,0.0,0.0,0.0,209480000.0,0.0,0.0,9970000000.0,56310000.0,0.0,99182567.77,39902892.52,19391630.17,56899874.29,53989624.33,69359798.53,2976830.24,1447386.13,86013654.22,94446907.34,58819107.61,97900164.94,46773257.24,76773502.9,23758877.44,49511830.4,19341946.25,85100212.97,87297072.15,83063221.85,10.05,23.68,17.0,38.28,72.82,5.59,40.84,12.28,40.31,86.72
798,Voolith,Egypt,EGP,1010000000.0,49.7,12080000000.0,548610000.0,201190000.0,475980000.0,2780000000.0,16129999.999999998,37350000000.0,2970000.0,0.0,408550000.0,2933518.86,18631539.85,24686947.28,40602658.7,4195801.06,49302384.52,35118782.74,1564329.29,19567024.09,58993770.79,28167173.58,28949436.35,26161624.64,44349388.79,54481901.54,42652622.05,90787724.22,35679146.5,89161862.15,72030393.99,23.46,17.01,31.43,91.13,68.07,55.74,47.06,53.36,2.6,94.55
242,Oyoba,Brazil,BRL,134470000.0,89.6,121380000.0,1210000000.0,1800000000.0,353770000000.0,0.0,71340000.0,5090000000.0,1920000000.0,204760000.0,5080000.0,91879730.68,36166206.36,73972431.59,62545611.31,78418105.65,76114911.21,16021505.52,70201151.82,5115909.37,88992873.76,2170286.88,47690228.29,39608525.01,8487332.93,83549763.44,42379380.52,2255448.86,65082951.06,2309332.44,17458132.36,28.82,20.84,35.79,98.65,75.13,81.5,71.52,3.52,4.61,6.28
340,Youbridge,Luxembourg,EUR,35540000.0,62.9,1210000000.0,0.0,0.0,110280000.0,0.0,6140000.0,22240000.0,4080000000.0,6480000000.0,0.0,94842519.18,86370992.76,33297311.77,29619915.81,86994367.61,89487116.26,13849509.97,10884550.89,3138048.75,51170764.86,95528958.24,56881352.58,52250619.37,40994355.76,23254452.65,20142210.36,47151356.2,80855851.28,27593856.17,18527055.18,29.78,31.26,14.17,89.6,62.36,54.83,49.97,9.58,4.55,32.23
137,Blogtags,Czech Republic,CZK,0.0,76.5,12260000.0,17470000000.0,4520000000.0,44320000000.0,255790000.0,1510000000.0,155850000.0,0.0,99420000.0,0.0,75052227.63,61945719.68,22555054.74,85540957.72,6470777.42,61302872.57,97464069.58,55554388.32,26678293.18,96835053.21,46579228.77,14797405.83,76550539.62,33151849.86,64675709.16,64348808.86,78949609.1,96736470.62,51206076.89,65339667.72,66.25,15.23,22.34,31.11,62.14,83.82,20.28,7.39,14.65,67.09
280,Yabox,China,CNY,199020000.0,79.9,123200000.0,0.0,0.0,601020000.0,0.0,16290000.0,8510000000.0,276210000.0,0.0,1230000000.0,25839851.15,1794237.78,54039011.36,48735536.47,9703737.72,55424185.3,62945114.71,12095839.22,16268627.3,67347644.24,93022369.34,20167515.26,51534356.06,8687528.2,80984950.84,96796388.05,58178836.53,55423559.6,21229073.0,8993810.58,29.76,86.79,69.31,50.41,68.53,97.76,60.46,83.53,2.5,81.59
976,BlogXS,China,CNY,2460000000.0,89.4,12380000.0,19950000000.0,19250000000.0,996040000.0,1070000000.0000001,956820000.0,966000000.0,672680000.0,0.0,293680000.0,41649306.9,20297632.56,35584220.27,69820708.0,72430304.8,94328782.57,39370473.77,67922639.32,31301496.81,82114984.7,93776544.6,56169554.74,26442752.65,40718663.12,32215102.74,48873609.59,8428056.02,21528508.3,28325919.19,83389351.06,72.78,25.83,74.8,82.38,59.95,22.46,57.92,75.65,93.36,7.43
80,Mydeo,Madagascar,MGA,1150000000.0,73.0,12390000000.0,22510000.0,9380000000.0,4880000000.0,83790000000.0,254840000.0,47480000.0,3550000000.0,0.0,225240000.0,35684591.73,99879401.89,63871652.96,29045246.1,89942378.01,9621997.13,96326072.56,8393905.56,97674127.49,20578560.62,98770960.53,69094919.1,43640530.77,81987857.67,57100994.75,10794013.1,20045995.94,99122142.11,65243950.51,11636926.39,62.62,78.53,17.94,83.12,63.38,41.71,59.54,11.53,79.31,16.38
921,Aibox,China,CNY,0.0,93.2,1230000000.0,0.0,439450000.0,283890000.0,1180000000.0,3110000000.0,445870000.0,966000000.0,0.0,10750000000.0,95692954.24,39168522.64,50700427.24,26879650.92,3392610.73,60808947.45,51533895.31,73755750.19,29953084.75,79766197.11,65647677.2,87008242.48,30024969.01,83184096.38,54579565.79,87169426.11,5595280.43,71810231.99,51146427.49,60371766.07,87.91,76.36,83.44,31.71,43.93,63.78,20.35,28.24,61.98,52.61
542,Skyvu,China,CNY,1330000000.0,51.5,1230000000.0,39240000.0,0.0,333240000.0,895770000.0,79990000.0,6250000000.0,0.0,6420000000.0,4470000000.0,22951939.63,51048741.9,31873055.57,54864835.91,28674254.19,72865378.86,24460496.76,54268730.91,82684221.15,48458763.65,43566763.43,31075939.82,21727906.74,55616232.39,69763420.86,52366603.58,87313896.47,68821237.87,29814287.12,57100637.45,85.98,67.71,67.43,11.95,60.4,97.55,74.52,36.86,41.3,96.45
932,Tagcat,Switzerland,CHF,39320000.0,28.6,1240000000.0,20320000000.0,1240000000.0,3610000000.0,0.0,144440000.0,5800000000.0,198160000.0,133560000.0,46210000000.0,74596058.78,72628414.02,79060246.89,20136722.4,80122027.45,68343780.52,67026328.51,13336546.9,41045073.74,22809794.98,70410024.48,97791506.74,68381383.35,23724325.15,70518853.56,51399192.02,87064736.28,84294337.42,90287492.63,6988192.38,4.26,89.0,62.71,30.37,75.11,23.88,91.07,61.12,18.48,92.02
990,Blogspan,China,CNY,1600000000.0,66.2,12620000000.0,1660000000.0,0.0,257120000.0,19140000000.0,5430000000.0,18800000000.0,26270000000.0,2700000000.0,1530000000.0,83294613.68,20142318.46,65390202.74,24768594.83,98154956.73,44876891.65,51280203.19,6860416.12,92719015.4,5346669.85,38517030.59,48827788.7,11440051.8,21833649.29,1974715.23,54366945.51,50301764.45,41655590.32,82995803.53,14608950.38,11.66,39.27,24.17,32.77,57.71,72.91,24.98,19.99,72.18,11.83
400,Camido,United States,USD,0.0,36.2,126390000.0,2540000000.0,1210000000.0,2780000000.0,462860000.0,13700000000.0,0.0,909020000.0,0.0,0.0,88903743.59,45669217.43,35518954.0,50082600.43,37575410.17,4044956.78,43933451.76,92713080.12,30900206.53,43116643.27,317972.11,42917288.77,44253999.33,67118939.35,89725168.69,56809111.48,68901595.32,75785985.4,6756792.71,1629811.21,71.8,59.13,47.44,76.48,59.06,6.91,25.16,38.05,84.59,59.9
196,Dabvine,Venezuela,VEF,0.0,66.0,12790000000.0,270260000.0,0.0,14730000.0,4480000000.0,5800000000.0,2150000000.0,173780000.0,146290000.0,10350000.0,47600601.44,25699189.09,70963242.09,70077520.96,23912735.19,15169120.23,90446909.76,73260179.54,14092995.98,44921220.8,33749761.57,33614446.37,34844093.66,89108647.58,28129473.46,70573403.18,60552076.42,64600054.02,90741638.43,81151147.52,78.18,69.08,57.18,13.69,8.72,55.34,97.74,87.51,33.2,4.97
876,Tagchat,Albania,ALL,2640000000.0,66.8,127900000.0,1330000000.0,16160000.0,0.0,9320000000.0,1560000000.0,3260000000.0,200650000.0,430840000.0,862980000.0,56824605.9,4271225.54,98106179.11,52160642.15,65302026.4,79295617.81,475372.51,68860470.44,25466155.44,47469526.03,5674116.14,43235964.36,23253955.32,94529074.57,28119559.4,32701036.62,70293427.49,44366049.76,258802.42,68295497.45,30.81,33.24,17.79,84.54,84.78,77.13,55.38,12.16,18.54,53.44
318,Gigazoom,China,CNY,18490000.0,36.8,1270000000.0,2790000000.0,0.0,73790000.0,3700000000.0,5730000.0,9870000000.0,417850000.0,356570000.0,37000000.0,45554705.44,37380633.44,89106900.36,39693322.75,84524678.94,46749350.46,38456070.5,92553616.96,76648912.6,69363943.12,58919241.76,74613053.42,7450669.25,90610329.92,87052445.43,54108943.09,52753885.54,43852604.86,81441962.54,30598939.83,61.91,52.25,15.47,19.28,7.53,80.84,76.22,75.76,85.04,42.83
150,Leenti,China,CNY,56440000.0,89.3,128560000.0,52700000000.0,206260000.0,387990000.0,177280000.0,206030000.0,126080000.0,2220000000.0,557540000.0,133530000.0,94917779.12,1185865.87,6570811.9,70668436.2,24539070.37,14135050.69,99609230.98,23265807.89,26615029.81,58320094.41,8683701.08,17279352.6,35305669.61,62529256.85,36788617.43,14561650.49,55620178.57,81752589.83,10538656.13,14261483.32,22.74,42.14,54.78,34.74,65.51,93.64,11.46,40.74,7.6,97.71
651,Abata,Philippines,PHP,752080000.0,35.3,1280000000.0,225240000.0,1410000000.0,0.0,1240000000.0,3610000000.0,0.0,71300000.0,54370000000.0,490610000.0,57800064.29,2971031.49,14626786.4,28169104.73,75523511.95,53569705.04,49398352.24,70933503.85,7086104.83,56327259.66,91991109.32,40219702.06,76932938.48,12083567.23,95808562.27,99414491.87,29283484.06,10639691.71,10313921.47,17471241.76,32.01,40.67,15.9,33.55,63.62,94.84,5.12,38.74,78.12,21.0
613,Meemm,Indonesia,IDR,43940000.0,42.2,12930000000.0,163760000.0,1810000000.0,402820000.0,215570000.0,123200000.0,173340000.0,2390000000.0,6250000000.0,70590000.0,82840121.73,73062726.37,64756734.53,44580877.82,97587327.43,33320112.51,12666442.93,91826906.71,89983693.31,91815512.12,87932853.11,77896001.92,32991039.57,19867778.95,88387696.66,90650185.54,35364783.39,47602645.04,25644184.13,94265830.17,71.77,81.77,42.59,9.03,81.99,78.49,85.93,5.82,16.78,15.6
125,Demimbu,China,CNY,4080000000.0,86.5,129979999.99999999,310880000.0,0.0,105140000.0,1910000000.0,890000000.0,3060000000.0,389560000.0,152040000.0,3120000000.0,82877413.38,86571586.22,19440344.98,73532114.02,11109801.48,48479942.76,63502234.53,80307500.85,91899042.35,39802614.39,28756682.72,50886883.73,40204157.09,33116562.53,986151.33,37124317.38,12618575.83,58330486.13,12001633.99,71516178.44,57.15,37.7,59.05,32.93,9.32,5.42,29.59,69.33,15.64,24.13
807,Omba,United States,USD,95970000000.0,36.2,1290000000.0,163690000.0,382110000.0,136040000.0,6430000000.0,2400000000.0,10250000000.0,38160000.0,4820000000.0,14580000.0,55051665.95,78187221.73,34088924.42,51058858.9,89692145.79,96350548.8,96848436.57,36106946.15,1053378.69,37092663.18,52020575.35,23960135.36,74962109.5,34430990.2,4393864.62,13074841.45,79270084.37,9041168.16,8979775.79,62413105.07,53.1,26.65,77.41,95.61,87.1,91.08,7.07,36.27,88.19,35.88
62,Oyoyo,Indonesia,IDR,113850000.0,65.2,130229999.99999999,74250000.0,23590000000.0,1550000000.0,0.0,9900000.0,390560000.0,69300000.0,1910000000.0,97190000.0,26110747.35,26030226.01,49804817.91,45425710.71,16052990.11,4777573.53,51483149.95,79664360.43,6174286.57,31934166.66,80177535.17,59820761.8,78796634.0,23371797.58,15136642.77,31144583.59,76235270.0,6980758.83,59499376.68,99568197.15,14.86,87.39,36.19,11.42,82.28,62.07,80.84,96.65,95.96,76.31
183,Thoughtblab,Indonesia,IDR,0.0,41.4,130229999.99999999,1590000000.0,0.0,54780000.0,5580000000.0,896080000.0,694280000.0,38270000000.0,0.0,164190000.0,60556061.88,51596532.1,42125311.68,2363917.77,35731811.75,44115846.34,13170006.05,944984.02,15738974.33,4109450.44,92373274.51,49816790.92,42337683.28,10874774.69,66119862.15,53139237.63,50239129.0,71865410.8,42160180.16,4020066.61,77.91,62.97,71.6,27.38,18.26,99.06,24.4,66.11,98.71,55.92
306,Thoughtstorm,Philippines,PHP,399950000.0,55.9,130250000.0,346820000.0,3110000000.0,23330000000.0,4120000000.0,35520000.0,0.0,27020000000.0,45090000.0,1000000000.0,7365322.95,55501939.96,29823741.4,70055259.2,88843702.04,88461793.79,4745934.7,29048475.22,80926106.23,22945314.73,88446603.16,95035397.95,3369663.32,30177822.31,37973652.87,31392182.47,90145092.58,46674005.36,80344036.52,30778982.45,52.77,6.19,66.15,67.19,86.42,60.25,32.4,42.98,38.36,68.76
910,Meezzy,Russia,RUB,7600000000.0,75.5,13070000000.0,3640000.0,1010000000.0,0.0,10580000000.0,86580000.0,3160000000.0,287760000.0,33840000000.000004,970140000.0,98679219.6,7970458.05,40915353.73,54813754.17,68552383.72,47238801.19,55528127.35,65182042.59,11880438.61,9994981.83,57581514.72,91569427.23,71234390.89,74037766.48,71398142.37,22471709.01,95920343.48,11738639.44,7852891.0,31210968.68,20.68,66.77,20.29,11.77,97.47,35.23,30.68,89.53,62.67,91.32
704,Zoombeat,Namibia,NAD,112340000.0,73.6,13130000000.0,21400000.0,76540000.0,0.0,14380000.0,9010000000.0,22240000.0,650380000.0,354970000.0,27170000000.0,93684928.78,37640751.89,61861579.06,44291882.35,47070922.81,86826170.05,96549440.92,52666150.98,57637721.2,75933850.59,59176480.16,93573432.99,65127242.12,38443670.98,24705898.36,27446633.39,65983293.03,72658408.17,27546377.58,82465292.51,74.53,20.53,5.5,68.31,17.72,89.79,29.93,57.59,7.13,88.69
323,Voolia,Chile,CLP,165720000.0,93.9,1320000000.0,695420000.0,52470000000.0,316820000.0,8810000000.0,2089999999.9999998,2170000000.0,0.0,0.0,0.0,88363126.13,91377823.75,18549407.4,28689650.74,26594865.99,53317538.72,519762.44,4727622.95,59777947.96,64166740.51,94187934.05,91967982.35,35961032.63,28474275.02,12644474.62,89315170.18,54762800.24,86425688.69,63223647.77,41014594.3,28.58,9.11,99.38,86.1,78.87,58.61,78.06,63.4,69.87,76.15
90,Skyvu,China,CNY,1900000000.0,59.9,133850000.0,72330000.0,1840000000.0,474830000.0,4840000000.0,12870000000.0,4340000000.0,17980000000.0,267880000.0,19540000000.0,84008528.23,34105323.2,776827.54,16259181.63,23773727.13,45784052.86,51645941.89,61376785.7,83854343.61,39682576.99,78897090.28,58654699.2,59646313.46,35152444.35,64185543.08,71979079.05,19821948.74,35022668.12,37381675.06,71638253.37,15.79,69.21,75.0,69.3,38.29,38.75,93.55,9.69,25.5,91.79
2,Gabtype,Brazil,BRL,30670000000.0,53.4,1330000000.0,127360000000.0,1970000.0,192010000.0,213580000.0,36760000000.0,29720000.0,61780000.0,0.0,28430000000.0,4900246.33,11650445.38,14571356.05,1538107.74,61686123.87,58635750.09,21049564.2,29790519.29,32879281.41,64622482.02,19402078.01,73943317.58,12844161.78,32226487.57,49520814.5,83288693.79,62086303.35,79287568.31,81877647.4,8402729.73,75.06,71.2,11.7,37.98,67.95,40.41,65.85,55.78,96.02,4.96
219,Mydeo,Canada,CAD,2580000000.0,93.2,134320000.0,21060000000.0,702500000.0,14950000.0,392380000.0,8529999999.999999,252540000.0,10450000000.0,1380000000.0,145960000.0,64853036.97,84139956.17,85981682.89,49529375.41,84591424.15,42575944.3,42798700.43,98578965.21,41310118.18,62158130.7,16984660.63,25296881.35,5240285.71,22109500.89,57652343.67,47993507.87,20450654.3,83873733.63,9688292.54,2995736.07,93.85,71.84,76.43,79.67,19.33,69.47,74.12,90.7,73.52,75.11
105,Skyvu,Sudan,SDG,845900000.0,43.6,1340000000.0,450720000.0,0.0,6060000000.0,145490000.0,1210000000.0,10830000.0,471110000.0,0.0,6870000000.0,40827228.79,53636006.56,72174722.79,83665236.74,53792426.25,472132.26,17821395.68,32847342.27,55058609.99,7197224.57,6442618.44,4230524.44,61564447.28,59284876.25,96925109.2,90151233.12,89193560.17,39679031.35,49271564.53,89529692.26,25.04,31.04,96.11,37.54,90.36,51.59,13.69,63.25,75.66,73.77
134,Thoughtstorm,China,CNY,0.0,85.5,1340000000.0,32900000000.0,0.0,116610000.0,3470000000.0,28790000.0,0.0,95770000.0,178720000.0,374400000.0,30993613.84,66895071.07,27474741.88,25576174.9,61680170.31,36192660.21,39587155.75,1573482.72,94369417.94,58669683.95,74941162.85,1052790.91,65699645.02,23490964.58,88456636.82,71080560.99,14425335.91,31017467.95,27603492.21,70442856.25,55.53,4.12,51.43,26.24,47.53,75.51,17.49,53.88,69.03,10.99
754,Feedspan,Mexico,MXN,222280000.0,89.4,13560000.0,7520000.0,1540000.0,0.0,332730000.0,108870000000.0,0.0,164190000.0,5160000.0,51100000000.0,71962999.55,52934216.77,89777038.99,51956760.46,34149458.03,55274487.15,33839893.94,5127176.76,68860631.05,72788999.38,56596880.55,76363787.4,47304767.43,1217839.12,78556956.71,14997415.69,23547409.28,89565266.89,50277835.9,59451504.27,87.88,12.06,47.85,86.21,60.3,51.59,43.59,65.49,98.59,81.39
11,Feedfish,Sweden,SEK,317190000.0,69.6,1350000000.0,0.0,34580000.0,13230000000.0,442960000.0,164430000.0,8140000000.000001,0.0,2290000000.0,774830000.0,61778896.74,34847591.88,86287306.85,79313735.43,81765361.88,91405724.18,78432495.86,88271445.11,68480305.43,2199159.64,54996076.28,64512355.4,37966702.64,11513862.28,33926640.59,17687516.12,53266526.48,27762136.18,66278626.62,45818986.35,26.58,96.21,91.69,75.68,30.07,40.79,24.98,67.61,42.61,89.32
35,Rhybox,Tunisia,TND,10420000.0,67.3,136260000.0,2690000000.0,6800000.0,6990000000.0,493060000.0,190220000000.0,967780000.0,1520000000.0,198850000.0,0.0,87881876.45,8440029.8,2729908.71,93723163.31,94262017.4,68576157.84,60241743.15,39618823.62,50269301.79,28396497.58,73487272.11,7944508.86,327980.11,14355900.06,87164368.98,44456946.83,34256798.58,78907334.52,5589814.99,86429709.95,57.4,21.53,3.22,5.21,15.87,69.59,99.41,44.16,49.27,32.75
677,Vinte,China,CNY,2540000000.0,90.7,1370000000.0,0.0,167890000.0,83200000.0,661710000.0,517130000.0,3570000000.0,156370000.0,427280000.0,5870000000.0,46481437.13,40216574.92,44367228.07,63953183.86,61688851.76,2944484.1,96005635.79,17407338.03,5426555.63,77967816.31,30225543.93,86445668.29,33601266.24,31541396.22,82562946.53,46008162.0,59697367.66,99230341.61,2478506.07,90411503.29,64.62,49.59,43.21,23.36,45.21,42.07,26.53,28.35,1.08,14.31
669,Tanoodle,Indonesia,IDR,875690000.0,37.8,13870000000.0,1400000000.0,174890000.0,1230000000.0,5770000000.0,2410000000.0,172250000.0,83950000000.0,93980000.0,14120000000.0,69687548.48,90178578.76,16256898.18,93645366.78,63877905.13,47578021.95,91281523.22,99314646.65,55198272.86,60561997.32,17987829.25,57678569.81,87638418.18,72228465.5,11540222.8,65242493.6,33327408.76,10276010.63,82749993.95,26291479.67,71.17,78.26,23.11,95.02,76.39,80.9,17.51,14.96,72.69,39.21
493,Oyonder,Madagascar,MGA,0.0,81.7,1380000000.0,589800000.0,14650000.0,64120000.00000001,485040000.0,4080000000.0,0.0,49220000.0,3530000000.0,0.0,45893450.33,29625177.96,18437877.92,96812627.97,70534234.68,85692446.91,75608609.08,60911599.58,91966477.35,74052882.38,52082219.8,12800979.37,55003550.47,85306581.01,96601779.91,72856969.48,15729593.32,91552352.19,6689585.03,48400649.28,88.0,7.77,31.38,54.61,19.05,4.68,83.61,23.79,33.12,70.32
194,Gabtype,Thailand,THB,23350000.0,85.7,1380000000.0,1090000000.0,1520000000.0,6650000000.0,130340000.0,737050000.0,117890000.0,2240000000.0,9150000.0,158760000.0,68098410.17,34002497.5,30614326.3,34806334.39,7314699.75,69820185.99,14627610.08,48762689.77,1405333.33,9863342.23,22581226.22,20279373.11,31184440.59,18018414.66,92674712.57,39386012.2,92048722.78,62054845.58,1964261.09,15826597.28,30.95,25.76,27.84,27.72,23.9,92.17,94.57,37.35,11.32,38.93
933,Jaxnation,China,CNY,0.0,99.3,1380000000.0,0.0,1010000000.0,0.0,97190000.0,41590000.0,6600000000.0,10790000000.0,0.0,146630000.0,29842836.65,23538969.18,58627110.34,25781527.5,65770872.27,44065335.73,56993095.84,31278988.77,92769376.91,10903979.81,19070873.24,64105059.14,76030477.57,10888795.2,12639199.77,66713061.89,16173597.42,96350073.46,47279262.18,82520813.93,48.49,68.94,50.57,20.17,52.24,77.35,96.74,8.83,46.23,14.96
